iter	RMSE
1511	0.09085120781
1512	0.09082800462
1513	0.09076103148
1514	0.090747077
1515	0.09070272782
1516	0.09061736983
1517	0.09058943369
1518	0.09057852474
1519	0.09055942306
1520	0.09052909344
1521	0.09050409128
1522	0.09044591441
1523	0.09043372076
1524	0.09041436992
1525	0.09034341494
1526	0.09030884719
1527	0.09028352463
1528	0.09026013278
1529	0.09025844586
1530	0.09025016368
1531	0.09024852108
1532	0.09024327569
1533	0.09020334474
1534	0.09014336881
1535	0.09011082923
1536	0.09008885999
1537	0.09002373857
1538	0.09000714119
1539	0.08999861111
1540	0.08999683034
1541	0.08997280139
1542	0.08995329262
1543	0.08992746631
1544	0.08986094409
1545	0.08977884131
1546	0.08971452655
1547	0.08967620622
1548	0.08961092688
1549	0.08959267623
1550	0.08954589132
1551	0.08952905625
1552	0.08949137676
1553	0.08947429155
1554	0.08943769893
1555	0.08940534282
1556	0.0894027516
1557	0.08939189769
1558	0.08935374142
1559	0.08934668678
1560	0.08930148982
1561	0.08929697057
1562	0.08927938817
1563	0.08923204401
1564	0.08921374259
1565	0.08915877565
1566	0.08909756025
1567	0.08908764092
1568	0.08906311053
1569	0.08904411947
1570	0.08902896662
1571	0.08896963179
1572	0.08894567972
1573	0.08891638398
1574	0.08888823984
1575	0.08887315746
1576	0.08884941168
1577	0.0888372371
1578	0.08882645356
1579	0.08879437292
1580	0.08876849457
1581	0.08872697311
1582	0.08869709286
1583	0.08863681386
1584	0.08859088885
1585	0.08853570219
1586	0.0884618578
1587	0.08844150201
1588	0.08835387849
1589	0.08832472073
1590	0.08830976067
1591	0.08827750374
1592	0.08825562426
1593	0.08823567801
1594	0.08817095984
1595	0.08815696822
1596	0.08815594815
1597	0.08814972572
1598	0.08813970002
1599	0.08812261884
1600	0.08811860296
1601	0.08809443921
1602	0.08807456313
1603	0.08804169353
1604	0.08802730238
1605	0.08797252477
1606	0.08791640147
1607	0.08789886754
1608	0.08780274875
1609	0.08775659133
1610	0.08771758084
1611	0.08770908471
1612	0.08762308686
1613	0.08757914231
1614	0.08756914669
1615	0.08756078848
1616	0.08755463362
1617	0.08754464545
1618	0.08753499767
1619	0.0875166418
1620	0.08747283385
1621	0.08745309128
1622	0.08743711449
1623	0.08741662286
1624	0.08739009429
1625	0.08733698503
1626	0.08733018712
1627	0.08731203432
1628	0.08730669038
1629	0.08727094642
1630	0.08725568641
1631	0.08717111709
1632	0.08716363013
1633	0.0871378098
1634	0.0871171807
1635	0.08710171031
1636	0.08701131237
1637	0.08700318054
1638	0.08698676835
1639	0.08696493734
1640	0.08693406264
1641	0.08685188917
1642	0.08681235994
1643	0.08679816088
1644	0.08678249893
1645	0.086765375
1646	0.08672824014
1647	0.08669715805
1648	0.08665674726
1649	0.08665542037
1650	0.08663724074
1651	0.08662611442
1652	0.08658876284
1653	0.08657708767
1654	0.08655557502
1655	0.08650699182
1656	0.08643442194
1657	0.08642588889
1658	0.08642199772
1659	0.08640600842
1660	0.08634056463
1661	0.08632986367
1662	0.0863115395
1663	0.08628851833
1664	0.08623227103
1665	0.08622780201
1666	0.08616852372
1667	0.08614326133
1668	0.08613646151
1669	0.08610252764
1670	0.08608659213
1671	0.08607945211
1672	0.08604869481
1673	0.08602447864
1674	0.08600417277
1675	0.08599522072
1676	0.08597109531
1677	0.08595725289
1678	0.08594559281
1679	0.08590777476
1680	0.08589957845
1681	0.08588428271
1682	0.08588341804
1683	0.08584622797
1684	0.08577363415
1685	0.08576038032
1686	0.08568915482
1687	0.08565719981
1688	0.08564499947
1689	0.08561209117
1690	0.08555539301
1691	0.08554103649
1692	0.08552659336
1693	0.08551468241
1694	0.08549305844
1695	0.0854129942
1696	0.0853846325
1697	0.08535085381
1698	0.08531945441
1699	0.08525526053
1700	0.08523868351
1701	0.08516865734
1702	0.08514660684
1703	0.08509993974
1704	0.08500637651
1705	0.08495647347
1706	0.08492226105
1707	0.08487405804
1708	0.08485369259
1709	0.08476245171
1710	0.08474875821
1711	0.08471342314
1712	0.08469655362
1713	0.08466161889
1714	0.08460520451
1715	0.08458606911
1716	0.08458206533
1717	0.0845156037
1718	0.08446245265
1719	0.08442078646
1720	0.08441098542
1721	0.08439615474
1722	0.08439003381
1723	0.08438189719
1724	0.08434344423
1725	0.0842950812
1726	0.08427633101
1727	0.08426753229
1728	0.08422555131
1729	0.08419459557
1730	0.08419222733
1731	0.08417542024
1732	0.08414601155
1733	0.08413248727
1734	0.08411581945
1735	0.08409887094
1736	0.08409071637
1737	0.08406841991
1738	0.08402209046
1739	0.08397636093
1740	0.08397482191
1741	0.08396753798
1742	0.08390511263
1743	0.08388929155
1744	0.08387700748
1745	0.08386674959
1746	0.08381678192
1747	0.08379115567
1748	0.08378827575
1749	0.08376944259
1750	0.08375300587
1751	0.08367125322
1752	0.08362499981
1753	0.08361788972
1754	0.08359094852
1755	0.08358063451
1756	0.08354185267
1757	0.08353253585
1758	0.08346906161
1759	0.08346222794
1760	0.08345137692
1761	0.08342121054
1762	0.08341200984
1763	0.0834019483
1764	0.08333272273
1765	0.08330110576
1766	0.08329242927
1767	0.08323720642
1768	0.0831820089
1769	0.08317160232
1770	0.08311390561
1771	0.08306656261
1772	0.08305035652
1773	0.08304992307
1774	0.08302317945
1775	0.08301592697
1776	0.08300560085
1777	0.08300070694
1778	0.08299893133
1779	0.08297308053
1780	0.0829605384
1781	0.08294411615
1782	0.08294169134
1783	0.08292434474
1784	0.08290275738
1785	0.08289331167
1786	0.08287072345
1787	0.08284848151
1788	0.08282457195
1789	0.08280718933
1790	0.0827752214
1791	0.08270290227
1792	0.08267945571
1793	0.08267452887
1794	0.08263142601
1795	0.08259620972
1796	0.08256067104
1797	0.08251694805
1798	0.08249986515
1799	0.08242678346
1800	0.08242162835
1801	0.08239538899
1802	0.08238859027
1803	0.08237576932
1804	0.08237359358
1805	0.08236857159
1806	0.08235439536
1807	0.08234675923
1808	0.08233906941
1809	0.08232824261
1810	0.08232487289
1811	0.08231748953
1812	0.08228872776
1813	0.08227910204
1814	0.08227033743
1815	0.08222281251
1816	0.08220923246
1817	0.08216421718
1818	0.08215430355
1819	0.08212381027
1820	0.08208696615
1821	0.08208481137
1822	0.08208039486
1823	0.08202439309
1824	0.08201548585
1825	0.08201367405
1826	0.08199714827
1827	0.08199521519
1828	0.08198314651
1829	0.08196273708
1830	0.08194019079
1831	0.08188923617
1832	0.08187971221
1833	0.08187652303
1834	0.0818686391
1835	0.08185887334
1836	0.08183645332
1837	0.08180838515
1838	0.08175538162
1839	0.08171872023
1840	0.08171071098
1841	0.08164507819
1842	0.08163622513
1843	0.08158949245
1844	0.08157949792
1845	0.08155953132
1846	0.08155017122
1847	0.0815298645
1848	0.08152095654
1849	0.08147097423
1850	0.08146881765
1851	0.08143327942
1852	0.081412731
1853	0.08138946357
1854	0.08137500669
1855	0.08131271479
1856	0.08129761519
1857	0.08129569002
1858	0.08129028266
1859	0.08128279514
1860	0.08126748902
1861	0.08125512647
1862	0.08121945705
1863	0.08119783535
1864	0.08114452849
1865	0.08112127883
1866	0.08110474843
1867	0.08110402839
1868	0.08108161034
1869	0.08107001477
1870	0.08106461338
1871	0.08101996021
1872	0.08101814158
1873	0.08099962949
1874	0.08099017457
1875	0.08094488164
1876	0.08091157174
1877	0.0808367594
1878	0.08082917956
1879	0.0808218368
1880	0.08080969485
1881	0.08080137738
1882	0.08079415143
1883	0.08071987318
1884	0.0807146871
1885	0.08068542974
1886	0.08065409655
1887	0.08064832678
1888	0.08064041838
1889	0.08063321531
1890	0.0805584074
1891	0.0805467679
1892	0.08049234237
1893	0.08046456235
1894	0.0804591988
1895	0.08043743435
1896	0.08043645767
1897	0.08041724939
1898	0.08036845103
1899	0.08036305291
1900	0.08032035099
1901	0.08031928292
1902	0.08029974432
1903	0.0802986159
1904	0.08019969433
1905	0.0801927517
1906	0.08017328204
1907	0.08017097802
1908	0.0801479251
1909	0.08013030874
1910	0.0800774216
1911	0.08000867174
1912	0.07998971829
1913	0.07996501986
1914	0.07995537067
1915	0.07994455092
1916	0.07993894592
1917	0.07992768429
1918	0.07990616838
1919	0.07988578397
1920	0.07986209068
1921	0.07979938146
1922	0.07978036255
1923	0.07974378698
1924	0.07973642124
1925	0.079730942
1926	0.07972856564
1927	0.07968662953
1928	0.07966378016
1929	0.07965179573
1930	0.07960360439
1931	0.07959534061
1932	0.07959194491
1933	0.07958861436
1934	0.07955306402
1935	0.07952008984
1936	0.07949262641
1937	0.07946276628
1938	0.07944097438
1939	0.07936760834
1940	0.07935419665
1941	0.07934045996
1942	0.07928427849
1943	0.07927907955
1944	0.07923385887
1945	0.07920682992
1946	0.07919909756
1947	0.07915377276
1948	0.07912223035
1949	0.07911150703
1950	0.07909889283
1951	0.07907347164
1952	0.07906687605
1953	0.07905781861
1954	0.07903809152
1955	0.07901400521
1956	0.07895513217
1957	0.07893251603
1958	0.07893161941
1959	0.07892132949
1960	0.07891837363
1961	0.07890951982
1962	0.07888020167
1963	0.07886201145
1964	0.07885582379
1965	0.07884674304
1966	0.07882050897
1967	0.07880227664
1968	0.07878835205
1969	0.07874485757
1970	0.07872367183
1971	0.07870807619
1972	0.07868669625
1973	0.07868351136
1974	0.07866796896
1975	0.07864063529
1976	0.07862135166
1977	0.07858442145
1978	0.0785769766
1979	0.07854098202
1980	0.07851964348
1981	0.07849703294
1982	0.07849581513
1983	0.07847928283
1984	0.07847066836
1985	0.07846469675
1986	0.07844343054
1987	0.07840632237
1988	0.07839343009
1989	0.07837761871
1990	0.07837575832
1991	0.07833019469
1992	0.0782817749
1993	0.07826102736
1994	0.07819203819
1995	0.07816125972
1996	0.07813257739
1997	0.07812720435
1998	0.07810312389
1999	0.07808420388
